case,account_id,rr,activated_at,alive,died_at,death_trade_key,trades,balance,headroom,received,trade_keys_sha256
2021-11__daily_maximum,10,2.50,2022-08-01T00:00:00,False,2022-09-05T08:58:40,RR2.50:4-5:228:901,119,24650.6,23.4,0.0,aac95e43ea6918d7a4f055fcd0ee20d21e726c58e992c3ffc8b5587fb21fddfc
2021-11__daily_maximum,11,0.50,2022-09-01T00:00:00,False,2022-11-04T17:51:40,RR0.50:16-17:408:1135,301,24405.5,62.9,0.0,b05eabc70068fae4e064a81091922947220081ee58eea294fa2416d75db977d8
2021-11__daily_maximum,12,2.50,2022-10-01T00:00:00,False,2022-11-04T17:51:40,RR2.50:16-17:408:1135,119,24937.1,96.7,0.0,54c9cab715964988721f7801f17ac77af51e0621a2711d59903baac152b7c25e
2021-11__daily_maximum,13,0.50,2022-11-01T00:00:00,False,2023-02-27T21:00:00,RR0.50:19-20:228:984,491,23585.5,16.7,0.0,c6cf3ac1f2a13e7df8da45e7d53ee9adaf372d017164055fc6c7870803b1a8dd
2021-11__daily_maximum,14,2.50,2022-12-01T00:00:00,False,2023-01-05T22:50:40,RR2.50:17-18:182:910,108,23946.15,57.9,0.0,971e534a2538aff3a26a0f7fe2ba8fa9bb4360ff76d47520880571c405e3113f
2021-11__daily_maximum,15,0.50,2023-01-01T00:00:00,False,2023-03-01T23:30:00,RR0.50:18-19:231:1001,236,24442.25,43.8,0.0,cc4561b3943971c912e1aaab17fed13a035117cff1c329890605f2783494f57e
2021-11__daily_maximum,16,2.50,2023-02-01T00:00:00,True,,,3955,31882.05,6782.05,24558.7,2dcedfc2a5f3609cf4ca7e2564ec219ffd080eab833f482f21632bc1656042b6
2021-11__daily_maximum,17,0.50,2023-03-01T00:00:00,False,2023-10-18T20:30:00,RR0.50:20-21:305:1152,1085,25101.8,1.8,0.0,fd49a37ab6884c92b1c742db9cc146d04695fa4bafb2b0de8e201fa33da23cda
2021-11__daily_maximum,18,2.50,2023-04-01T00:00:00,True,,,3783,31882.05,6782.05,22889.3,1da7ed22e0069ae58661a458837bfd9d77154a35b730f023ed5e2ac1f5a33c31
2021-11__daily_maximum,19,0.50,2023-05-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,753,23935.4,16.45,0.0,e05d36c096728d605e64b31d585e8ffdf770196f45df5317c8b560ba39b090c9
2021-11__daily_maximum,20,2.50,2023-06-01T00:00:00,True,,,3564,31882.05,6782.05,22697.25,7e638d58fb39eaee3f768bfd20afadc2f06bfa497a64c1f6e78c7da0ba04722e
2021-11__daily_maximum,21,0.50,2023-07-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,454,24356.85,16.45,0.0,975714141063d0b8f33ef2fe5ccd413b818c445a17a5568ff14621ec59e78075
2021-11__daily_maximum,22,2.50,2023-08-01T00:00:00,False,2023-10-24T03:17:40,RR2.50:2-3:362:1334,294,25039.85,9.05,0.0,e4a5d926874cc4a86dc153f792996229b1d70b96408d2bf59b5404eaee0b54dd
2021-11__daily_maximum,23,0.50,2023-09-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,164,23909.85,16.45,0.0,65d76bce6f82a04173572ca04b20322ff5f71e94c370ccb134e5ba67c8b64216
2021-11__daily_maximum,24,2.50,2023-10-01T00:00:00,False,2023-10-26T16:30:00,RR2.50:10-11:345:1298,92,23793.45,6.2,0.0,1e5d4433583aecc9118f836c3888afe0d0f044d2a479acc0c9eaeceb6d096f58
2021-11__daily_maximum,25,0.50,2023-11-01T00:00:00,True,,,4359,30247.25,5147.25,15307.8,32ae2ebab96076474baabc5ebbd56a1f4a8cb2e2b3c2bac6c719c91890f04630
2021-11__daily_maximum,26,2.50,2023-12-01T00:00:00,True,,,2962,31882.05,6782.05,21253.85,25b7397a2323b5728c83943de0eef587cf23c844c1fe83f2bad2d75c4ff43e89
2021-11__daily_maximum,27,0.50,2024-01-01T00:00:00,True,,,4094,30247.25,5147.25,14579.55,b8b52ea84ab0f9032e67b30bd3a2f42316cc091225db821b8e567da293f6c6ae
2021-11__daily_maximum,28,2.50,2024-02-01T00:00:00,True,,,2759,31882.05,6782.05,19827.0,3db71e26dab16576fa2528cf2132fb60d7f0f7bd222ff11840119d2a4727a977
2021-11__daily_maximum,29,0.50,2024-03-01T00:00:00,False,2024-04-18T21:33:40,RR0.50:21-22:378:1366,200,25164.05,90.25,0.0,069e0c725f4ce20d6aa407caa5f751704b7c5a3a5f2093d54a44a4cdac17ea26
2021-11__daily_maximum,30,2.50,2024-04-01T00:00:00,False,2024-04-18T20:24:40,RR2.50:17-18:255:1298,64,24360.85,171.8,0.0,06cbd04c25f7284812dbd7afcf335924d98515bdfcbfa9e8bc8cc9005004331a
2021-11__daily_maximum,31,0.50,2024-05-01T00:00:00,True,,,3564,30247.25,5147.25,13576.05,01a875c4577ee57d10efeaa59c0d8823b2209664e5979b32a02d3ff190ecae25
2021-11__daily_maximum,32,2.50,2024-06-01T00:00:00,False,2024-07-26T13:58:40,RR2.50:13-14:414:1560,177,25116.7,16.7,0.0,f28e1925ce4cd4f0292008005d754a9617c2f63953d13a251d5ed17d217800e7
2021-11__daily_maximum,33,0.50,2024-07-01T00:00:00,False,2024-07-25T16:57:40,RR0.50:11-12:334:1461,119,24014.6,103.8,0.0,fc7352f53885dca0cf08d89f25e08e9dda234534c9be5eb0a590d92193232442
2021-11__daily_maximum,34,2.50,2024-08-01T00:00:00,False,2024-08-08T08:38:40,RR2.50:8-9:453:1593,21,23604.0,26.55,0.0,e5675ad911bc4e095be69efc7fc711e62df417c4c0e8f543015471eb09ae0aaa
2021-11__daily_maximum,35,0.50,2024-09-01T00:00:00,True,,,3011,30247.25,5147.25,10248.7,cf28b196608b085c29d25fe27c747a468a71d20037efe04cee60f6b5418b0537
2021-11__daily_maximum,36,2.50,2024-10-01T00:00:00,True,,,2022,31882.05,6782.05,15105.85,c40a3d29aec52b7da57ed9a81fc82bcf0ce182905ec3ea876078baba12b2e8f7
2021-11__daily_maximum,37,0.50,2024-11-01T00:00:00,True,,,2730,30247.25,5147.25,8535.25,2989f128e6005eca8d9ca1ff2de96cda61f7ce5c5386120cf69fb9f9c7b00ae5
2021-11__daily_maximum,38,2.50,2024-12-01T00:00:00,True,,,1838,31882.05,6782.05,13439.55,5dd2657d3004e674c46f402d6b9d9e4040f08d3ab9403d383eb4395ba6630c4d
2021-11__daily_maximum,39,0.50,2025-01-01T00:00:00,False,2025-03-10T19:02:40,RR0.50:17-18:314:1584,298,25423.15,323.15,0.0,858b671b2f002c9ec882a5fa19b91fd2c5b159366279219c5d0eb021491a3e05
2021-11__daily_maximum,40,2.50,2025-02-01T00:00:00,False,2025-02-27T21:14:40,RR2.50:20-21:404:1545,88,25037.15,99.2,0.0,7a2e512a81a3ed543d7833835a2292da429f4d87ad7cda580a9ab95343512376
2021-11__daily_maximum,41,0.50,2025-03-01T00:00:00,False,2025-03-10T19:02:40,RR0.50:17-18:314:1584,38,23665.65,79.7,0.0,d3f4a831fdaa46c7aa89c07dba6efad6603de6e929b89f67edcb6e6d7060f3c0
2021-11__daily_maximum,42,2.50,2025-04-01T00:00:00,False,2025-04-04T13:09:40,RR2.50:8-9:516:1820,19,24548.6,72.05,0.0,a70427b03cec2d05ff324448f39178b7d1d73cdbeacf94b95612003b439b0e01
2021-11__daily_maximum,43,0.50,2025-05-01T00:00:00,True,,,1966,30247.25,5147.25,3058.45,4c0dd6a582ec83a0e441ab07543e77cfee4922664974e6dc99959ddfbf458ead
2021-11__daily_maximum,44,2.50,2025-06-01T00:00:00,True,,,1302,31076.0,5976.0,5230.4,0bdb85a6f8c2170e8d42379a7ba9cdc560c8bfdedba2f59f8198fde5c9e8130e
2021-11__daily_maximum,45,0.50,2025-07-01T00:00:00,True,,,1698,30785.75,5685.75,691.85,1ebcdd207a327088b6b52b950ed64e77e75d056633c2f9d4b766effca6285e50
2021-11__daily_maximum,46,2.50,2025-08-01T00:00:00,True,,,1106,31548.55,6448.55,2153.65,2afcbf3be8d7da1b23bdfc6ce9599aba73ddf065d0018e88394f49237b2fb690
2021-11__daily_maximum,47,0.50,2025-09-01T00:00:00,True,,,1426,30247.25,5147.25,1733.45,6c2749fdd5ddb3b4b74fd55e2d40dedebc9f089e159c598bc5023a49c919872a
2021-11__daily_maximum,48,2.50,2025-10-01T00:00:00,False,2026-03-24T16:39:40,RR2.50:16-17:850:2426,574,25110.35,10.35,0.0,8b7e16074a792e4f435edf129ca1253f398d8e382599af22dd1f6e522afb7e17
2021-11__daily_maximum,49,0.50,2026-04-01T00:00:00,True,,,461,29828.45,4728.45,0.0,092dfbc8476cf1850eef9cb93539bcee9266e55c7868fb4c4244a79ac5d61e5e
2021-12__daily_minimum,1,0.50,2021-12-01T00:00:00,False,2022-01-10T13:23:40,RR0.50:11-12:156:671,169,23704.6,60.75,0.0,494175c0371e55d879f7f1a1d0baacd19da4fb99a94a44b0537cc082cb413cd8
2021-12__daily_minimum,2,2.50,2022-01-01T00:00:00,False,2022-01-10T13:23:40,RR2.50:11-12:156:671,24,23783.85,81.5,0.0,27f3e423355e8219850afec0dd8a501a287f42b087ab25939db5d6d77eb2f7df
2021-12__daily_minimum,3,0.50,2022-02-01T00:00:00,True,,,7241,32456.45,7356.45,14500.0,a800393ebbff3a21bbb511b278ead0902a95ca34a2eec38793ba861e3ba7bb00
2021-12__daily_minimum,4,2.50,2022-03-01T00:00:00,False,2022-03-04T16:46:40,RR2.50:14-15:185:711,19,23811.6,40.25,0.0,9f5f4fc75b4f5b1599f0ebd81eaf195380c29d401244ddbeaff6a6cfd39c530e
2021-12__daily_minimum,5,0.50,2022-04-01T00:00:00,False,2022-05-02T21:15:40,RR0.50:21-22:206:732,137,24775.7,147.85,0.0,4e3e0a02ff9d338177298fa26239343d947a759573be199654a89d2bc5ff29b3
2021-12__daily_minimum,6,2.50,2022-05-01T00:00:00,False,2022-05-11T20:05:40,RR2.50:16-17:341:936,37,24154.2,505.2,0.0,47b960a01c669c94692da02232f893cec27c6812058b6cc3f9d1e327c02fa5d6
2021-12__daily_minimum,7,0.50,2022-06-01T00:00:00,False,2022-06-14T16:40:40,RR0.50:15-16:255:888,63,23656.9,63.95,0.0,8e18e42059ef53c6ac2bd307e2124b35ee38855f0798be6c23eed56f1675ccaf
2021-12__daily_minimum,8,2.50,2022-07-01T00:00:00,True,,,4621,34429.45,9329.45,24000.0,877ed41d3c2b09a9f9b3fad0759190d203242af16cd0227c306eece2563cacb7
2021-12__daily_minimum,9,0.50,2022-08-01T00:00:00,False,2022-11-04T17:51:40,RR0.50:16-17:408:1135,444,25417.85,317.85,0.0,6e39145132c1738b45c484d1a7e796265cc685b9e4af788b2f46bbbe78582c59
2021-12__daily_minimum,10,2.50,2022-09-01T00:00:00,False,2022-11-04T17:51:40,RR2.50:16-17:408:1135,225,24734.3,96.7,0.0,4b74d13d9dcd8cb5134de897892540d13757ecb16c6a852f4db0b76545c2a47e
2021-12__daily_minimum,11,0.50,2022-10-01T00:00:00,False,2022-11-04T17:51:40,RR0.50:16-17:408:1135,153,24476.9,62.9,0.0,5876e1b0628540a42cf4a7a740c86727e9ddf2685cbabd33ef0b5cad27cd79f2
2021-12__daily_minimum,12,2.50,2022-11-01T00:00:00,False,2022-11-09T17:34:40,RR2.50:17-18:175:869,32,23751.45,64.6,0.0,f1e98147af1a3f42aaf75bb7eac7878e34fb0d4e70a7cfe3d9af8e42c79e0f93
2021-12__daily_minimum,13,0.50,2022-12-01T00:00:00,False,2023-03-01T23:30:00,RR0.50:18-19:231:1001,365,24005.3,43.8,0.0,a7b463b28b2f7605dde6ba88f6e7e5e200906a2dc711db2f532c0ad3e303da6b
2021-12__daily_minimum,14,2.50,2023-01-01T00:00:00,True,,,4033,34102.85,9002.85,23500.0,cccac7216701cd7bf1e21d5c718520f6e5f3d2c9ad43a81ae8232ffd4055aa58
2021-12__daily_minimum,15,0.50,2023-02-01T00:00:00,False,2023-03-01T23:30:00,RR0.50:18-19:231:1001,126,24092.75,43.8,0.0,a362b952d8dc51adc13d9ff4179a9d89d9fc3507d0fb7f9ab0a8b94010e14127
2021-12__daily_minimum,16,2.50,2023-03-01T00:00:00,True,,,3862,34095.4,8995.4,22000.0,8377fe825cb3917863887f4bba34277a67dc8e37dc0b0f13e22ff8899a6ec93e
2021-12__daily_minimum,17,0.50,2023-04-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,880,24576.05,16.45,0.0,fb3b40043eea85213f3b839bf050e6e26d8d89e972628c9ba1b59a8e58ab48ed
2021-12__daily_minimum,18,2.50,2023-05-01T00:00:00,True,,,3683,34482.85,9382.85,20000.0,a282d787e122cdc54d16ee751e216bc4ee81b72aefe099f0db5632a16c6b6455
2021-12__daily_minimum,19,0.50,2023-06-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,592,24116.45,16.45,0.0,0eff553e0706602b4a7fc1cb016a401a6b068bacad49b0bd759f89748598f19b
2021-12__daily_minimum,20,2.50,2023-07-01T00:00:00,False,2023-11-01T16:00:00,RR2.50:19-20:293:1207,408,25181.65,81.65,0.0,9d3b3b56a9eb520d3a83fe1eb5ae214e11fc1a1433500fdfcd64d2f7e0548eb7
2021-12__daily_minimum,21,0.50,2023-08-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,318,24499.15,16.45,0.0,966cd2c8c368380f230441deb17b2a71bae8d1d297e165eb2b35bbd43aa74987
2021-12__daily_minimum,22,2.50,2023-09-01T00:00:00,False,2023-10-24T03:17:40,RR2.50:2-3:362:1334,181,23860.5,9.05,0.0,f7fd0ac1ad694f99fa2482cd8f1dcedb1d91a73a2664063a9b583f52b579979d
2021-12__daily_minimum,23,0.50,2023-10-01T00:00:00,False,2023-10-26T20:30:40,RR0.50:20-21:307:1159,122,23734.45,79.95,0.0,cefd4ea7a99ef0c73c8380dc52209fafea49233a5f7e231cad5ee181f537d64d
2021-12__daily_minimum,24,2.50,2023-11-01T00:00:00,True,,,3054,34418.8,9318.8,19000.0,08b7946d71862cc27c7d006dd9b0410f88d4332c50a0c27f6bcda30f0ba5130c
2021-12__daily_minimum,25,0.50,2023-12-01T00:00:00,True,,,4223,32528.35,7428.35,13000.0,9d6a78704174bf40aaff999c6e852363b75b22a8774ce775c8f211ef437f4536
2021-12__daily_minimum,26,2.50,2024-01-01T00:00:00,True,,,2866,34393.7,9293.7,17500.0,584484cc3b87d3ed8d719e36239b687db42602fcd1af6dd7c1e91b7d5497124a
2021-12__daily_minimum,27,0.50,2024-02-01T00:00:00,True,,,3950,32451.5,7351.5,12000.0,48194ba7a1a58ce49bc06fe81d82137aa261dea242ca9eaf90ce9a63c0c2ceed
2021-12__daily_minimum,28,2.50,2024-03-01T00:00:00,False,2024-04-18T20:24:40,RR2.50:17-18:255:1298,125,24590.8,171.8,0.0,e05991623e448a86e3265543f23c130f3f8fc5c2f5eecdf2c902f8659565b0a4
2021-12__daily_minimum,29,0.50,2024-04-01T00:00:00,False,2024-04-18T21:33:40,RR0.50:21-22:378:1366,91,24625.5,90.25,0.0,3b10fb2a0725c612703401b6126987f74fb05c201ce80a4236c7a99acefc5a9d
2021-12__daily_minimum,30,2.50,2024-05-01T00:00:00,True,,,2500,34360.0,9260.0,17000.0,a75136455be9140e7fef2cdbe00c49397b60cdb111a3c586a630ec01fd99782e
2021-12__daily_minimum,31,0.50,2024-06-01T00:00:00,False,2024-07-25T16:57:40,RR0.50:11-12:334:1461,250,25215.55,115.55,0.0,01497aa3b1bdfd1c365c3d072569d0fca4f567b8fe8a10d65aa5bd58a40d9709
2021-12__daily_minimum,32,2.50,2024-07-01T00:00:00,False,2024-07-24T15:08:40,RR2.50:11-12:333:1458,78,24405.65,5.2,0.0,f2b99003300fddcc531a7cb9312312f2f38fd8bb3a93e094d0c56ae20198a237
2021-12__daily_minimum,33,0.50,2024-08-01T00:00:00,True,,,3154,32398.8,7298.8,9500.0,880562a904e9a049b39284deea195596987a82a11078dcf5a8f4eeb1be645d74
2021-12__daily_minimum,34,2.50,2024-09-01T00:00:00,True,,,2115,33626.25,8526.25,13500.0,fa50d791f267ce93b8bd6bbb592a044bfd3bad1f605d5fa285f0d4f845008bb7
2021-12__daily_minimum,35,0.50,2024-10-01T00:00:00,True,,,2875,32681.75,7581.75,6000.0,3dccc831c9a2000c1251c4d537f8a43b117480f14a7ef1fe8235c747340cd08d
2021-12__daily_minimum,36,2.50,2024-11-01T00:00:00,True,,,1916,33680.2,8580.2,13000.0,74c3531ca60bd0859762f754e929476dcf2736446c02012ab1391b4fd203b9ea
2021-12__daily_minimum,37,0.50,2024-12-01T00:00:00,False,2025-03-11T01:16:40,RR0.50:21-22:444:1654,423,25339.4,239.4,0.0,9aae5a375781e6ceca241ce9e15dddcd868be8bee31a19d3a3dd5ad0a0d33fee
2021-12__daily_minimum,38,2.50,2025-01-01T00:00:00,False,2025-01-13T23:30:00,RR2.50:17-18:305:1537,28,24502.65,195.6,0.0,b9bd9107735540840a875a04361bb2c9180561fbfca4a46503b0d0645f17d516
2021-12__daily_minimum,39,0.50,2025-02-01T00:00:00,False,2025-03-04T12:01:40,RR0.50:10-11:495:1785,139,24385.1,62.35,0.0,32e20258b38a945cabdfcef7dbd993cd32453ed88e2ddf0aa71227b8f1d3023b
2021-12__daily_minimum,40,2.50,2025-03-01T00:00:00,False,2025-03-06T19:03:40,RR2.50:17-18:312:1576,17,23905.2,119.0,0.0,426b5d70bae917ecafab66808685c3d35f36419e913de6c754c9e879b75f8a3c
2021-12__daily_minimum,41,0.50,2025-04-01T00:00:00,False,2025-04-04T20:16:40,RR0.50:18-19:391:1669,24,24814.85,193.9,0.0,28930c475c141147f78e100e5a7676d9336c6ff09ade3f20b94bfadf736c4a00
2021-12__daily_minimum,42,2.50,2025-05-01T00:00:00,True,,,1401,32951.45,7851.45,4500.0,efcf7dad67c17aa7bc8546c639ad9f2789b12279b4283389d8578d8f5b382e3d
2021-12__daily_minimum,43,0.50,2025-06-01T00:00:00,True,,,1826,31220.2,6120.2,1000.0,4bb178cd47a3ad362b20984e134ff11179a4f731cf56af8469953a05ede22929
2021-12__daily_minimum,44,2.50,2025-07-01T00:00:00,True,,,1213,31993.35,6893.35,2000.0,b4f9170701db47301bc8da2f709f85d675402197d038028d6291c167c22e90d2
2021-12__daily_minimum,45,0.50,2025-08-01T00:00:00,True,,,1558,31110.6,6010.6,1000.0,5efa89d2c7fe635fdf4c32ae854cbdb7f2a45249d606bfbb8e273c36d05a798c
2021-12__daily_minimum,46,2.50,2025-09-01T00:00:00,False,2026-03-27T16:32:40,RR2.50:16-17:853:2432,693,25142.9,42.9,0.0,3ccdf7620016f4d53818161924c9f25332af4a325030245d675975e8a76f4768
2021-12__daily_minimum,47,0.50,2025-10-01T00:00:00,True,,,1274,30673.8,5573.8,500.0,ea7a95200792fce492cfda97263c882988119ac2fa1e1dcd12b68e55250f921f
2021-12__daily_minimum,48,2.50,2026-04-01T00:00:00,True,,,312,31232.4,6132.4,0.0,23525306d01a719cf8fe17566de560087e16f2eb36cf2f1d52fee5c7c99e6be0
2021-12__daily_maximum,1,0.50,2021-12-01T00:00:00,False,2022-01-10T13:23:40,RR0.50:11-12:156:671,169,23704.6,60.75,0.0,494175c0371e55d879f7f1a1d0baacd19da4fb99a94a44b0537cc082cb413cd8
2021-12__daily_maximum,2,2.50,2022-01-01T00:00:00,False,2022-01-10T13:23:40,RR2.50:11-12:156:671,24,23783.85,81.5,0.0,27f3e423355e8219850afec0dd8a501a287f42b087ab25939db5d6d77eb2f7df
2021-12__daily_maximum,3,0.50,2022-02-01T00:00:00,True,,,7241,30247.25,5147.25,16709.2,a800393ebbff3a21bbb511b278ead0902a95ca34a2eec38793ba861e3ba7bb00
2021-12__daily_maximum,4,2.50,2022-03-01T00:00:00,False,2022-03-04T16:46:40,RR2.50:14-15:185:711,19,23811.6,40.25,0.0,9f5f4fc75b4f5b1599f0ebd81eaf195380c29d401244ddbeaff6a6cfd39c530e
2021-12__daily_maximum,5,0.50,2022-04-01T00:00:00,False,2022-05-02T21:15:40,RR0.50:21-22:206:732,137,24775.7,147.85,0.0,4e3e0a02ff9d338177298fa26239343d947a759573be199654a89d2bc5ff29b3
2021-12__daily_maximum,6,2.50,2022-05-01T00:00:00,False,2022-05-11T20:05:40,RR2.50:16-17:341:936,37,24154.2,505.2,0.0,47b960a01c669c94692da02232f893cec27c6812058b6cc3f9d1e327c02fa5d6
2021-12__daily_maximum,7,0.50,2022-06-01T00:00:00,False,2022-06-14T16:40:40,RR0.50:15-16:255:888,63,23656.9,63.95,0.0,8e18e42059ef53c6ac2bd307e2124b35ee38855f0798be6c23eed56f1675ccaf
2021-12__daily_maximum,8,2.50,2022-07-01T00:00:00,True,,,4621,31882.05,6782.05,26392.67,877ed41d3c2b09a9f9b3fad0759190d203242af16cd0227c306eece2563cacb7
2021-12__daily_maximum,9,0.50,2022-08-01T00:00:00,False,2022-11-04T17:51:40,RR0.50:16-17:408:1135,444,25417.85,317.85,0.0,6e39145132c1738b45c484d1a7e796265cc685b9e4af788b2f46bbbe78582c59
2021-12__daily_maximum,10,2.50,2022-09-01T00:00:00,False,2022-11-04T17:51:40,RR2.50:16-17:408:1135,225,24734.3,96.7,0.0,4b74d13d9dcd8cb5134de897892540d13757ecb16c6a852f4db0b76545c2a47e
2021-12__daily_maximum,11,0.50,2022-10-01T00:00:00,False,2022-11-04T17:51:40,RR0.50:16-17:408:1135,153,24476.9,62.9,0.0,5876e1b0628540a42cf4a7a740c86727e9ddf2685cbabd33ef0b5cad27cd79f2
2021-12__daily_maximum,12,2.50,2022-11-01T00:00:00,False,2022-11-09T17:34:40,RR2.50:17-18:175:869,32,23751.45,64.6,0.0,f1e98147af1a3f42aaf75bb7eac7878e34fb0d4e70a7cfe3d9af8e42c79e0f93
2021-12__daily_maximum,13,0.50,2022-12-01T00:00:00,False,2023-03-01T23:30:00,RR0.50:18-19:231:1001,365,24005.3,43.8,0.0,a7b463b28b2f7605dde6ba88f6e7e5e200906a2dc711db2f532c0ad3e303da6b
2021-12__daily_maximum,14,2.50,2023-01-01T00:00:00,True,,,4033,31882.05,6782.05,25648.72,cccac7216701cd7bf1e21d5c718520f6e5f3d2c9ad43a81ae8232ffd4055aa58
2021-12__daily_maximum,15,0.50,2023-02-01T00:00:00,False,2023-03-01T23:30:00,RR0.50:18-19:231:1001,126,24092.75,43.8,0.0,a362b952d8dc51adc13d9ff4179a9d89d9fc3507d0fb7f9ab0a8b94010e14127
2021-12__daily_maximum,16,2.50,2023-03-01T00:00:00,True,,,3862,31882.05,6782.05,24213.35,8377fe825cb3917863887f4bba34277a67dc8e37dc0b0f13e22ff8899a6ec93e
2021-12__daily_maximum,17,0.50,2023-04-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,880,24576.05,16.45,0.0,fb3b40043eea85213f3b839bf050e6e26d8d89e972628c9ba1b59a8e58ab48ed
2021-12__daily_maximum,18,2.50,2023-05-01T00:00:00,True,,,3683,31882.05,6782.05,22600.8,a282d787e122cdc54d16ee751e216bc4ee81b72aefe099f0db5632a16c6b6455
2021-12__daily_maximum,19,0.50,2023-06-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,592,24116.45,16.45,0.0,0eff553e0706602b4a7fc1cb016a401a6b068bacad49b0bd759f89748598f19b
2021-12__daily_maximum,20,2.50,2023-07-01T00:00:00,False,2023-11-01T16:00:00,RR2.50:19-20:293:1207,408,25181.65,81.65,0.0,9d3b3b56a9eb520d3a83fe1eb5ae214e11fc1a1433500fdfcd64d2f7e0548eb7
2021-12__daily_maximum,21,0.50,2023-08-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,318,24499.15,16.45,0.0,966cd2c8c368380f230441deb17b2a71bae8d1d297e165eb2b35bbd43aa74987
2021-12__daily_maximum,22,2.50,2023-09-01T00:00:00,False,2023-10-24T03:17:40,RR2.50:2-3:362:1334,181,23860.5,9.05,0.0,f7fd0ac1ad694f99fa2482cd8f1dcedb1d91a73a2664063a9b583f52b579979d
2021-12__daily_maximum,23,0.50,2023-10-01T00:00:00,False,2023-10-26T20:30:40,RR0.50:20-21:307:1159,122,23734.45,79.95,0.0,cefd4ea7a99ef0c73c8380dc52209fafea49233a5f7e231cad5ee181f537d64d
2021-12__daily_maximum,24,2.50,2023-11-01T00:00:00,True,,,3054,31882.05,6782.05,21536.75,08b7946d71862cc27c7d006dd9b0410f88d4332c50a0c27f6bcda30f0ba5130c
2021-12__daily_maximum,25,0.50,2023-12-01T00:00:00,True,,,4223,30247.25,5147.25,15281.1,9d6a78704174bf40aaff999c6e852363b75b22a8774ce775c8f211ef437f4536
2021-12__daily_maximum,26,2.50,2024-01-01T00:00:00,True,,,2866,31882.05,6782.05,20011.65,584484cc3b87d3ed8d719e36239b687db42602fcd1af6dd7c1e91b7d5497124a
2021-12__daily_maximum,27,0.50,2024-02-01T00:00:00,True,,,3950,30247.25,5147.25,14204.25,48194ba7a1a58ce49bc06fe81d82137aa261dea242ca9eaf90ce9a63c0c2ceed
2021-12__daily_maximum,28,2.50,2024-03-01T00:00:00,False,2024-04-18T20:24:40,RR2.50:17-18:255:1298,125,24590.8,171.8,0.0,e05991623e448a86e3265543f23c130f3f8fc5c2f5eecdf2c902f8659565b0a4
2021-12__daily_maximum,29,0.50,2024-04-01T00:00:00,False,2024-04-18T21:33:40,RR0.50:21-22:378:1366,91,24625.5,90.25,0.0,3b10fb2a0725c612703401b6126987f74fb05c201ce80a4236c7a99acefc5a9d
2021-12__daily_maximum,30,2.50,2024-05-01T00:00:00,True,,,2500,31882.05,6782.05,19477.95,a75136455be9140e7fef2cdbe00c49397b60cdb111a3c586a630ec01fd99782e
2021-12__daily_maximum,31,0.50,2024-06-01T00:00:00,False,2024-07-25T16:57:40,RR0.50:11-12:334:1461,250,25215.55,115.55,0.0,01497aa3b1bdfd1c365c3d072569d0fca4f567b8fe8a10d65aa5bd58a40d9709
2021-12__daily_maximum,32,2.50,2024-07-01T00:00:00,False,2024-07-24T15:08:40,RR2.50:11-12:333:1458,78,24405.65,5.2,0.0,f2b99003300fddcc531a7cb9312312f2f38fd8bb3a93e094d0c56ae20198a237
2021-12__daily_maximum,33,0.50,2024-08-01T00:00:00,True,,,3154,30247.25,5147.25,11651.55,880562a904e9a049b39284deea195596987a82a11078dcf5a8f4eeb1be645d74
2021-12__daily_maximum,34,2.50,2024-09-01T00:00:00,True,,,2115,31882.05,6782.05,15244.2,fa50d791f267ce93b8bd6bbb592a044bfd3bad1f605d5fa285f0d4f845008bb7
2021-12__daily_maximum,35,0.50,2024-10-01T00:00:00,True,,,2875,30247.25,5147.25,8434.5,3dccc831c9a2000c1251c4d537f8a43b117480f14a7ef1fe8235c747340cd08d
2021-12__daily_maximum,36,2.50,2024-11-01T00:00:00,True,,,1916,31882.05,6782.05,14798.15,74c3531ca60bd0859762f754e929476dcf2736446c02012ab1391b4fd203b9ea
2021-12__daily_maximum,37,0.50,2024-12-01T00:00:00,False,2025-03-11T01:16:40,RR0.50:21-22:444:1654,423,25339.4,239.4,0.0,9aae5a375781e6ceca241ce9e15dddcd868be8bee31a19d3a3dd5ad0a0d33fee
2021-12__daily_maximum,38,2.50,2025-01-01T00:00:00,False,2025-01-13T23:30:00,RR2.50:17-18:305:1537,28,24502.65,195.6,0.0,b9bd9107735540840a875a04361bb2c9180561fbfca4a46503b0d0645f17d516
2021-12__daily_maximum,39,0.50,2025-02-01T00:00:00,False,2025-03-04T12:01:40,RR0.50:10-11:495:1785,139,24385.1,62.35,0.0,32e20258b38a945cabdfcef7dbd993cd32453ed88e2ddf0aa71227b8f1d3023b
